id,date_period,global_liquidity_tn$,monthly_change_gl,quarterly_change_gl,annual_change_gl,shadow_monetary_base_tn$,monthly_change_smb,annual_change_smb,quarterly_change_smb,monthly_change_gl_smb,quarterly_change_gl_smb,annual_change_gl_smb,monthly_change_gl_%,quarterly_change_gl_%,annual_change_gl_%,monthly_change_smb_%,quarterly_change_smb_%,annual_change_smb_%,monthly_change_gl_smb_%,quarterly_change_gl_smb_%,annual_change_gl_smb_%,collactural_multiplier
108,01/12/2018,125.54,0.8800000000000097,0.5800000000000125,1.2000000000000028,74.40,0.38000000000000966,1.940000000000012,-0.14000000000000057,1.259999999999991,0.4399999999999977,3.1399999999999864,0,0,0,0.5133747635774246,-0.1878186208746989,2.6773392216395417,0.6341856251258259,0.22055137844611417,1.5955284552845457,
109,01/01/2019,127.50,1.9599999999999937,NULL,NULL,75.05,0.6499999999999915,NULL,NULL,2.6100000000000136,NULL,NULL,1,NULL,NULL,0.8736559139784831,NULL,NULL,1.3053916174852525,NULL,NULL,
110,01/02/2019,127.78,0.28000000000000114,NULL,NULL,75.04,-0.009999999999990905,NULL,NULL,0.2699999999999818,NULL,NULL,0,NULL,NULL,-0.013324450366410267,NULL,NULL,0.13330041964946027,NULL,NULL,
111,01/03/2019,127.91,0.12999999999999545,2.3699999999999903,NULL,75.01,-0.030000000000001137,NULL,0.6099999999999994,0.10000000000002274,2.980000000000018,NULL,0,1,NULL,-0.039978678038381045,0.8198924731182787,NULL,0.04930480228775404,1.4904471341402512,NULL,
112,01/04/2019,128.43,0.5200000000000102,NULL,NULL,74.80,-0.21000000000000796,NULL,NULL,0.3100000000000023,NULL,NULL,0,NULL,NULL,-0.2799626716437914,NULL,NULL,0.15276956436034017,NULL,NULL,
113,01/05/2019,128.02,-0.4099999999999966,NULL,NULL,75.37,0.5700000000000074,NULL,NULL,0.1599999999999966,NULL,NULL,0,NULL,NULL,0.7620320855615073,NULL,NULL,0.07872853417310269,NULL,NULL,
114,01/06/2019,129.30,1.2800000000000011,1.3900000000000148,NULL,76.04,0.6700000000000017,NULL,1.0300000000000011,1.950000000000017,2.420000000000016,NULL,0,1,NULL,0.8889478572376298,1.3731502466337835,NULL,0.9587492010423408,1.1925882121032996,NULL,
115,01/07/2019,129.08,-0.21999999999999886,NULL,NULL,75.18,-0.8599999999999994,NULL,NULL,-1.0800000000000125,NULL,NULL,0,NULL,NULL,-1.1309836927932657,NULL,NULL,-0.5259569494496993,NULL,NULL,
116,01/08/2019,128.30,-0.7800000000000011,NULL,NULL,75.61,0.4299999999999926,NULL,NULL,-0.3499999999999943,NULL,NULL,0,NULL,NULL,0.5719606278265397,NULL,NULL,-0.17135023989033304,NULL,NULL,
117,01/09/2019,128.01,-0.29000000000002046,-1.2900000000000205,NULL,75.32,-0.29000000000000625,NULL,-0.7200000000000131,-0.5800000000000409,-2.0100000000000477,NULL,0,0,NULL,-0.383547149847912,-0.9468700683850776,NULL,-0.28443921337847133,-0.9788643225869521,NULL,
118,01/10/2019,129.94,1.9300000000000068,NULL,NULL,76.12,0.8000000000000114,NULL,NULL,2.730000000000018,NULL,NULL,1,NULL,NULL,1.0621348911311888,NULL,NULL,1.3426449613928189,NULL,NULL,
119,01/11/2019,130.39,0.44999999999998863,NULL,NULL,76.31,0.18999999999999773,NULL,NULL,0.6399999999999864,NULL,NULL,0,NULL,NULL,0.24960588544403273,NULL,NULL,0.3105891487916075,NULL,NULL,
120,01/12/2019,131.58,1.1900000000000261,3.5700000000000216,6.040000000000006,76.92,0.6099999999999994,2.519999999999996,1.6000000000000085,1.8000000000000114,5.170000000000016,8.560000000000002,0,2,4,0.7993709867645125,2.124269782262359,3.3870967741935423,0.8708272859216311,2.5426646338464645,4.281284385315596,
121,01/01/2020,132.33,0.75,NULL,NULL,77.20,0.28000000000000114,NULL,NULL,1.0300000000000296,NULL,NULL,0,NULL,NULL,0.36401456058242476,NULL,NULL,0.4940047961630837,NULL,NULL,
122,01/02/2020,131.65,-0.6800000000000068,NULL,NULL,77.37,0.1700000000000017,NULL,NULL,-0.5100000000000193,NULL,NULL,0,NULL,NULL,0.22020725388601256,NULL,NULL,-0.24340189948934246,NULL,NULL,
123,01/03/2020,133.44,1.789999999999992,1.8599999999999852,NULL,79.12,1.75,NULL,2.200000000000003,3.539999999999992,4.060000000000002,NULL,1,1,NULL,2.2618586015251387,2.860114404576187,NULL,1.693617835613813,1.9472422062350132,NULL,
124,01/04/2020,136.56,3.1200000000000045,NULL,NULL,81.82,2.6999999999999886,NULL,NULL,5.819999999999993,NULL,NULL,2,NULL,NULL,3.412537917087953,NULL,NULL,2.7380504328189654,NULL,NULL,
125,01/05/2020,138.28,1.7199999999999989,NULL,NULL,84.58,2.760000000000005,NULL,NULL,4.480000000000018,NULL,NULL,1,NULL,NULL,3.3732583720361835,NULL,NULL,2.0514699148273734,NULL,NULL,
126,01/06/2020,140.79,2.509999999999991,7.349999999999994,NULL,85.76,1.1800000000000068,NULL,6.640000000000001,3.6899999999999977,13.990000000000009,NULL,1,5,NULL,1.3951288720737844,8.39231547017189,NULL,1.6557480032307268,6.581671057583745,NULL,
127,01/07/2020,144.61,3.8200000000000216,NULL,NULL,86.09,0.3299999999999983,NULL,NULL,4.150000000000006,NULL,NULL,2,NULL,NULL,0.384794776119401,NULL,NULL,1.831825204149197,NULL,NULL,
128,01/08/2020,146.80,2.1899999999999977,NULL,NULL,88.34,2.25,NULL,NULL,4.439999999999998,NULL,NULL,1,NULL,NULL,2.613543965617377,NULL,NULL,1.9245773732119626,NULL,NULL,
129,01/09/2020,147.57,0.7699999999999818,6.780000000000001,NULL,89.63,1.289999999999992,NULL,3.8699999999999903,2.059999999999974,10.649999999999977,NULL,0,4,NULL,1.460267149649074,4.512593283582078,NULL,0.8760738283575631,4.700949017876838,NULL,
130,01/10/2020,149.29,1.7199999999999989,NULL,NULL,90.50,0.8700000000000045,NULL,NULL,2.5900000000000034,NULL,NULL,1,NULL,NULL,0.9706571460448562,NULL,NULL,1.091905564924116,NULL,NULL,
131,01/11/2020,153.23,3.9399999999999977,NULL,NULL,91.16,0.6599999999999966,NULL,NULL,4.599999999999994,NULL,NULL,2,NULL,NULL,0.7292817679557974,NULL,NULL,1.9183452187330556,NULL,NULL,
132,01/12/2020,155.48,2.25,7.909999999999997,23.899999999999977,92.35,1.1899999999999977,15.429999999999993,2.719999999999999,3.4399999999999977,10.629999999999995,39.329999999999984,1,5,18,1.3053971039929768,3.0346982037264296,20.059802392095673,1.4075862351160022,4.4814502529510944,18.86330935251798,
133,01/01/2021,156.83,1.3500000000000227,NULL,NULL,92.48,0.13000000000000966,NULL,NULL,1.4800000000000182,NULL,NULL,0,NULL,NULL,0.1407688142934593,NULL,NULL,0.5971835532421491,NULL,NULL,
134,01/02/2021,158.17,1.339999999999975,NULL,NULL,92.91,0.4299999999999926,NULL,NULL,1.7699999999999818,NULL,NULL,0,NULL,NULL,0.4649653979238675,NULL,NULL,0.70995948818739,NULL,NULL,
135,01/03/2021,157.81,-0.3599999999999852,2.3300000000000125,NULL,94.13,1.2199999999999989,NULL,1.7800000000000011,0.8600000000000136,4.110000000000014,NULL,0,1,NULL,1.3130986976644052,1.9274499187872238,NULL,0.3425203122510808,1.6583948674494668,NULL,
136,01/04/2021,160.66,2.8499999999999943,NULL,NULL,94.66,0.5300000000000011,NULL,NULL,3.3799999999999955,NULL,NULL,1,NULL,NULL,0.5630510995431862,NULL,NULL,1.3415892672858598,NULL,NULL,
137,01/05/2021,163.29,2.6299999999999955,NULL,NULL,95.71,1.0499999999999972,NULL,NULL,3.680000000000007,NULL,NULL,1,NULL,NULL,1.1092330445806013,NULL,NULL,1.4413285289049065,NULL,NULL,
138,01/06/2021,163.27,-0.01999999999998181,5.460000000000008,NULL,95.38,-0.3299999999999983,NULL,1.25,-0.35000000000002274,6.7099999999999795,NULL,0,3,NULL,-0.3447915578309459,1.327950706469776,NULL,-0.1351351351351439,2.6633325394935223,NULL,
139,01/07/2021,163.88,0.6099999999999852,NULL,NULL,95.79,0.4100000000000108,NULL,NULL,1.0200000000000387,NULL,NULL,0,NULL,NULL,0.429859509331108,NULL,NULL,0.3943553063986231,NULL,NULL,
140,01/08/2021,164.62,0.7400000000000091,NULL,NULL,96.08,0.28999999999999204,NULL,NULL,1.0299999999999727,NULL,NULL,0,NULL,NULL,0.30274558930994055,NULL,NULL,0.39665729579850295,NULL,NULL,
141,01/09/2021,164.44,-0.18000000000000682,1.1699999999999875,NULL,97.38,1.2999999999999972,NULL,2,1.1200000000000045,3.170000000000016,NULL,0,0,NULL,1.3530391340549512,2.0968756552736423,NULL,0.4296125815113174,1.2255944326309747,NULL,
142,01/10/2021,166.13,1.6899999999999977,NULL,NULL,97.74,0.35999999999999943,NULL,NULL,2.0500000000000114,NULL,NULL,1,NULL,NULL,0.36968576709796613,NULL,NULL,0.7829806737453257,NULL,NULL,
143,01/11/2021,165.75,-0.37999999999999545,NULL,NULL,96.85,-0.8900000000000006,NULL,NULL,-1.2699999999999818,NULL,NULL,0,NULL,NULL,-0.9105790873746682,NULL,NULL,-0.4812976086709295,NULL,NULL,
144,01/12/2021,166.25,0.5,1.8100000000000023,10.77000000000001,96.35,-0.5,4,-1.0300000000000011,0,0.7800000000000296,14.770000000000039,0,1,6,-0.5162622612287042,-1.0577120558636282,4.331348132106118,0,0.2979145978153042,5.959730460396255,
145,01/01/2022,167.39,1.1399999999999864,NULL,NULL,95.84,-0.5099999999999909,NULL,NULL,0.6299999999999955,NULL,NULL,0,NULL,NULL,-0.52932018681888,NULL,NULL,0.2399086062452382,NULL,NULL,
146,01/02/2022,168.36,0.9700000000000273,NULL,NULL,97.00,1.1599999999999966,NULL,NULL,2.1299999999999955,NULL,NULL,0,NULL,NULL,1.210350584307175,NULL,NULL,0.8091782851498671,NULL,NULL,
147,01/03/2022,168.37,0.009999999999990905,2.1200000000000045,NULL,95.53,-1.4699999999999989,NULL,-0.8199999999999932,-1.4600000000000364,1.2999999999999545,NULL,0,1,NULL,-1.515463917525772,-0.8510638297872269,NULL,-0.5501959602050183,0.4950495049504777,NULL,
148,01/04/2022,165.48,-2.890000000000015,NULL,NULL,92.15,-3.3799999999999955,NULL,NULL,-6.269999999999982,NULL,NULL,-1,NULL,NULL,-3.5381555532293474,NULL,NULL,-2.375899962106852,NULL,NULL,
149,01/05/2022,164.48,-1,NULL,NULL,92.34,0.18999999999999773,NULL,NULL,-0.8100000000000023,NULL,NULL,0,NULL,NULL,0.20618556701030682,NULL,NULL,-0.31440437837208485,NULL,NULL,
150,01/06/2022,163.29,-1.1899999999999977,-5.0800000000000125,NULL,90.70,-1.6400000000000006,NULL,-4.829999999999998,-2.829999999999984,-9.909999999999968,NULL,0,-3,NULL,-1.7760450508988526,-5.056003349733066,NULL,-1.1019391013160906,-3.7552103069344334,NULL,
151,01/07/2022,162.93,-0.3599999999999852,NULL,NULL,90.35,-0.3500000000000085,NULL,NULL,-0.710000000000008,NULL,NULL,0,NULL,NULL,-0.3858875413451031,NULL,NULL,-0.2795385645104169,NULL,NULL,
152,01/08/2022,161.56,-1.3700000000000045,NULL,NULL,89.25,-1.0999999999999943,NULL,NULL,-2.469999999999999,NULL,NULL,0,NULL,NULL,-1.217487548422794,NULL,NULL,-0.97520530638029,NULL,NULL,
153,01/09/2022,159.52,-2.039999999999992,-3.769999999999982,NULL,86.39,-2.8599999999999994,NULL,-4.310000000000002,-4.899999999999977,-8.079999999999984,NULL,-1,-2,NULL,-3.2044817927170866,-4.751929437706727,NULL,-1.9536701088473256,-3.181227607386111,NULL,
154,01/10/2022,158.59,-0.9300000000000068,NULL,NULL,88.26,1.8700000000000045,NULL,NULL,0.9399999999999977,NULL,NULL,0,NULL,NULL,2.1646023845352524,NULL,NULL,0.38225367004188426,NULL,NULL,
155,01/11/2022,161.28,2.6899999999999977,NULL,NULL,89.80,1.539999999999992,NULL,NULL,4.229999999999961,NULL,NULL,1,NULL,NULL,1.7448447767958213,NULL,NULL,1.7135912497467942,NULL,NULL,
156,01/12/2022,163.35,2.069999999999993,3.829999999999984,-2.9000000000000057,90.87,1.0700000000000074,-5.47999999999999,4.480000000000004,3.140000000000015,8.309999999999974,-8.380000000000024,1,2,-1,1.1915367483296297,5.185785391827762,-5.687597301504919,1.250597419149281,3.3792851043064425,-3.1911652703732,
157,01/01/2023,167.69,4.340000000000003,NULL,NULL,98.04,7.170000000000002,NULL,NULL,11.51000000000002,NULL,NULL,2,NULL,NULL,7.8903928689336436,NULL,NULL,4.527574541735512,NULL,NULL,1.71
158,01/02/2023,166.20,-1.490000000000009,NULL,NULL,95.69,-2.3500000000000085,NULL,NULL,-3.840000000000032,NULL,NULL,0,NULL,NULL,-2.3969808241534154,NULL,NULL,-1.4450758288488434,NULL,NULL,1.74
159,01/03/2023,167.37,1.170000000000016,4.02000000000001,NULL,98.30,2.6099999999999994,NULL,7.429999999999993,3.7800000000000296,11.450000000000017,NULL,0,2,NULL,2.7275577385306717,8.176515901837782,NULL,1.4433540799572453,4.5039729368263774,NULL,1.70
160,01/04/2023,168.36,0.9900000000000091,NULL,NULL,98.42,0.12000000000000455,NULL,NULL,1.1100000000000136,NULL,NULL,0,NULL,NULL,0.12207527975585408,NULL,NULL,0.417811570745667,NULL,NULL,1.71
161,01/05/2023,166.41,-1.950000000000017,NULL,NULL,96.98,-1.4399999999999977,NULL,NULL,-3.390000000000043,NULL,NULL,-1,NULL,NULL,-1.4631172525909346,NULL,NULL,-1.2707099482720003,NULL,NULL,1.72
162,01/06/2023,165.53,-0.8799999999999955,-1.8400000000000034,NULL,97.40,0.4200000000000017,NULL,-0.8999999999999915,-0.45999999999997954,-2.740000000000009,NULL,0,-1,NULL,0.4330789853578074,-0.9155645981688622,NULL,-0.1746459622612778,-1.0313546881469526,NULL,1.70
163,01/07/2023,166.80,1.2700000000000102,NULL,NULL,97.49,0.0899999999999892,NULL,NULL,1.3600000000000136,NULL,NULL,0,NULL,NULL,0.09240246406569733,NULL,NULL,0.5172479367131988,NULL,NULL,1.71
164,01/08/2023,165.95,-0.8500000000000227,NULL,NULL,95.40,-2.089999999999989,NULL,NULL,-2.9399999999999977,NULL,NULL,0,NULL,NULL,-2.14380962149963,NULL,NULL,-1.112414393280108,NULL,NULL,1.74
165,01/09/2023,164.71,-1.2399999999999807,-0.8199999999999932,NULL,93.96,-1.440000000000012,NULL,-3.440000000000012,-2.680000000000007,-4.259999999999991,NULL,0,0,NULL,-1.5094339622641635,-3.531827515400423,NULL,-1.025444805815958,-1.6202030958810294,NULL,1.75
166,01/10/2023,165.01,0.29999999999998295,NULL,NULL,93.79,-0.1699999999999875,NULL,NULL,0.12999999999999545,NULL,NULL,0,NULL,NULL,-0.1809280544912596,NULL,NULL,0.050257084315922,NULL,NULL,1.76
167,01/11/2023,167.63,2.6200000000000045,NULL,NULL,92.23,-1.5600000000000023,NULL,NULL,1.0600000000000023,NULL,NULL,1,NULL,NULL,-1.663290329459433,NULL,NULL,0.409582689335395,NULL,NULL,1.74
168,01/12/2023,171.14,3.509999999999991,6.429999999999978,7.789999999999992,100.65,8.420000000000002,9.780000000000001,6.690000000000012,11.92999999999995,13.119999999999948,17.569999999999965,2,3,4,9.129350536701725,7.120051085568341,10.762627930009906,4.590933579619776,5.072099586345516,6.911336637558006,1.70
169,01/01/2024,170.15,-0.9899999999999807,NULL,NULL,98.61,-2.0400000000000063,NULL,NULL,-3.0299999999999727,NULL,NULL,0,NULL,NULL,-2.026825633383017,NULL,NULL,-1.11483130357996,NULL,NULL,1.73
170,01/02/2024,170.15,0,NULL,NULL,98.94,0.3299999999999983,NULL,NULL,0.3300000000000409,NULL,NULL,0,NULL,NULL,0.33465165804684954,NULL,NULL,0.12278612888824264,NULL,NULL,1.72
171,01/03/2024,169.89,-0.2600000000000193,-1.25,NULL,98.63,-0.3100000000000023,NULL,-2.0200000000000102,-0.57000000000005,-3.269999999999982,NULL,0,0,NULL,-0.31332120477057035,-2.0069547938400496,NULL,-0.21182503994947788,-1.203134773170456,NULL,1.72
172,01/04/2024,169.35,-0.539999999999992,NULL,NULL,98.40,-0.22999999999998977,NULL,NULL,-0.7699999999999818,NULL,NULL,0,NULL,NULL,-0.23319476832605676,NULL,NULL,-0.2867570385818493,NULL,NULL,1.72
173,01/05/2024,170.44,1.0900000000000034,NULL,NULL,100.00,1.5999999999999943,NULL,NULL,2.6899999999999977,NULL,NULL,0,NULL,NULL,1.6260162601625958,NULL,NULL,1.0046685340802979,NULL,NULL,1.70
174,01/06/2024,169.94,-0.5,0.05000000000001137,NULL,99.39,-0.6099999999999994,NULL,0.7600000000000051,-1.1100000000000136,0.8100000000000023,NULL,0,0,NULL,-0.6099999999999994,0.7705566257730966,NULL,-0.4104422422718583,0.3016535081185768,NULL,1.71
175,01/07/2024,171.50,1.5600000000000023,NULL,NULL,101.89,2.5,NULL,NULL,4.060000000000002,NULL,NULL,0,NULL,NULL,2.515343595935205,NULL,NULL,1.5074443990643458,NULL,NULL,1.68
176,01/08/2024,173.94,2.4399999999999977,NULL,NULL,105.47,3.5799999999999983,NULL,NULL,6.019999999999982,NULL,NULL,1,NULL,NULL,3.5135930905878876,NULL,NULL,2.2019825158198847,NULL,NULL,1.65
177,01/09/2024,175.77,1.8300000000000125,5.8300000000000125,NULL,106.99,1.519999999999996,NULL,7.599999999999994,3.3500000000000227,13.430000000000007,NULL,1,3,NULL,1.4411681046743112,7.646644531643017,NULL,1.1989549407680553,4.98644785207738,NULL,1.64
178,01/10/2024,173.75,-2.0200000000000102,NULL,NULL,104.52,-2.469999999999999,NULL,NULL,-4.490000000000009,NULL,NULL,-1,NULL,NULL,-2.3086269744835954,NULL,NULL,-1.587919083321548,NULL,NULL,1.66
179,01/11/2024,172.69,-1.0600000000000023,NULL,NULL,104.08,-0.4399999999999977,NULL,NULL,-1.5,NULL,NULL,0,NULL,NULL,-0.4209720627631054,NULL,NULL,-0.5390448125920868,NULL,NULL,1.66
180,01/12/2024,171.59,-1.0999999999999943,-4.180000000000007,0.45000000000001705,102.03,-2.049999999999997,1.3799999999999955,-4.959999999999994,-3.1499999999999773,-9.139999999999986,1.830000000000041,0,-2,0,-1.969638739431204,-4.635947284792966,1.371087928464973,-1.1381291324926754,-3.2324232564719146,0.6733139556275217,1.68
184,01/01/2025,172.28,0.6899999999999977,NULL,NULL,103.89,1.8599999999999994,NULL,NULL,2.5500000000000114,NULL,NULL,0,NULL,NULL,1.8229932372831512,NULL,NULL,0.9319494189021312,NULL,NULL,1.66
185,01/02/2025,173.46,1.1800000000000068,NULL,NULL,105.03,1.1400000000000006,NULL,NULL,2.319999999999993,NULL,NULL,0,NULL,NULL,1.09731446722495,NULL,NULL,0.8400622804794123,NULL,NULL,1.65
187,01/03/2025,176.21,2.75,4.6200000000000045,NULL,106.05,1.019999999999996,NULL,4.019999999999996,3.769999999999982,8.639999999999986,NULL,1,2,NULL,0.9711510996858002,3.940017641870034,NULL,1.3537290387446521,3.157663913456614,NULL,1.66
188,01/04/2025,180.18,3.969999999999999,NULL,NULL,108.57,2.519999999999996,NULL,NULL,6.490000000000009,NULL,NULL,2,NULL,NULL,2.3762376237623726,NULL,NULL,2.2992985190958724,NULL,NULL,1.66
189,01/05/2025,181.01,0.8299999999999841,NULL,NULL,107.76,-0.8099999999999881,NULL,NULL,0.01999999999998181,NULL,NULL,0,NULL,NULL,-0.7460624481900968,NULL,NULL,0.006926406926400627,NULL,NULL,1.68
190,01/06/2025,183.87,2.8600000000000136,7.659999999999997,NULL,109.73,1.9699999999999989,NULL,3.680000000000007,4.830000000000041,11.340000000000032,NULL,1,4,NULL,1.8281365998515209,3.4700612918434763,NULL,1.672611420853981,4.017572450931777,NULL,1.68
191,01/07/2025,183.02,-0.8499999999999943,NULL,NULL,109.89,0.1599999999999966,NULL,NULL,-0.6899999999999977,NULL,NULL,0,NULL,NULL,0.14581244873780788,NULL,NULL,-0.23501362397820086,NULL,NULL,1.67
193,01/08/2025,185.08,2.0600000000000023,NULL,NULL,109.66,-0.23000000000000398,NULL,NULL,1.829999999999984,NULL,NULL,1,NULL,NULL,-0.2093002093002129,NULL,NULL,0.6247652862654002,NULL,NULL,1.69
194,01/09/2025,184.75,-0.3300000000000125,0.8799999999999955,5.108949194970694,109.71,0.04999999999999716,2.542293672305822,-0.020000000000010232,-0.28000000000002956,0.8599999999999568,4.137784693733197,0,0,5,0.04559547692868608,-0.0182265560922357,2.542293672305822,-0.09499898215377267,0.2929155313351351,4.137784693733197,1.68
